Id,Port Number,Service Name,Transport Protocol,Description
45441,39203,,,Unassigned
45442,39204,,,Unassigned
45443,39205,,,Unassigned
45444,39206,,,Unassigned
45445,39207,,,Unassigned
45446,39208,,,Unassigned
45447,39209,,,Unassigned
45448,39210,,,Unassigned
45449,39211,,,Unassigned
45450,39212,,,Unassigned
45451,39213,,,Unassigned
45452,39214,,,Unassigned
45453,39215,,,Unassigned
45454,39216,,,Unassigned
45455,39217,,,Unassigned
45456,39218,,,Unassigned
45457,39219,,,Unassigned
45458,39220,,,Unassigned
45459,39221,,,Unassigned
45460,39222,,,Unassigned
45461,39223,,,Unassigned
45462,39224,,,Unassigned
45463,39225,,,Unassigned
45464,39226,,,Unassigned
45465,39227,,,Unassigned
45466,39228,,,Unassigned
45467,39229,,,Unassigned
45468,39230,,,Unassigned
45469,39231,,,Unassigned
45470,39232,,,Unassigned
45471,39233,,,Unassigned
45472,39234,,,Unassigned
45473,39235,,,Unassigned
45474,39236,,,Unassigned
45475,39237,,,Unassigned
45476,39238,,,Unassigned
45477,39239,,,Unassigned
45478,39240,,,Unassigned
45479,39241,,,Unassigned
45480,39242,,,Unassigned
45481,39243,,,Unassigned
45482,39244,,,Unassigned
45483,39245,,,Unassigned
45484,39246,,,Unassigned
45485,39247,,,Unassigned
45486,39248,,,Unassigned
45487,39249,,,Unassigned
45488,39250,,,Unassigned
45489,39251,,,Unassigned
45490,39252,,,Unassigned
45491,39253,,,Unassigned
45492,39254,,,Unassigned
45493,39255,,,Unassigned
45494,39256,,,Unassigned
45495,39257,,,Unassigned
45496,39258,,,Unassigned
45497,39259,,,Unassigned
45498,39260,,,Unassigned
45499,39261,,,Unassigned
45500,39262,,,Unassigned
45501,39263,,,Unassigned
45502,39264,,,Unassigned
45503,39265,,,Unassigned
45504,39266,,,Unassigned
45505,39267,,,Unassigned
45506,39268,,,Unassigned
45507,39269,,,Unassigned
45508,39270,,,Unassigned
45509,39271,,,Unassigned
45510,39272,,,Unassigned
45511,39273,,,Unassigned
45512,39274,,,Unassigned
45513,39275,,,Unassigned
45514,39276,,,Unassigned
45515,39277,,,Unassigned
45516,39278,,,Unassigned
45517,39279,,,Unassigned
45518,39280,,,Unassigned
45519,39281,,,Unassigned
45520,39282,,,Unassigned
45521,39283,,,Unassigned
45522,39284,,,Unassigned
45523,39285,,,Unassigned
45524,39286,,,Unassigned
45525,39287,,,Unassigned
45526,39288,,,Unassigned
45527,39289,,,Unassigned
45528,39290,,,Unassigned
45529,39291,,,Unassigned
45530,39292,,,Unassigned
45531,39293,,,Unassigned
45532,39294,,,Unassigned
45533,39295,,,Unassigned
45534,39296,,,Unassigned
45535,39297,,,Unassigned
45536,39298,,,Unassigned
45537,39299,,,Unassigned
45538,39300,,,Unassigned
45539,39301,,,Unassigned
45540,39302,,,Unassigned
45541,39303,,,Unassigned
45542,39304,,,Unassigned
45543,39305,,,Unassigned
45544,39306,,,Unassigned
45545,39307,,,Unassigned
45546,39308,,,Unassigned
45547,39309,,,Unassigned
45548,39310,,,Unassigned
45549,39311,,,Unassigned
45550,39312,,,Unassigned
45551,39313,,,Unassigned
45552,39314,,,Unassigned
45553,39315,,,Unassigned
45554,39316,,,Unassigned
45555,39317,,,Unassigned
45556,39318,,,Unassigned
45557,39319,,,Unassigned
45558,39320,,,Unassigned
45559,39321,,,Unassigned
45560,39322,,,Unassigned
45561,39323,,,Unassigned
45562,39324,,,Unassigned
45563,39325,,,Unassigned
45564,39326,,,Unassigned
45565,39327,,,Unassigned
45566,39328,,,Unassigned
45567,39329,,,Unassigned
45568,39330,,,Unassigned
45569,39331,,,Unassigned
45570,39332,,,Unassigned
45571,39333,,,Unassigned
45572,39334,,,Unassigned
45573,39335,,,Unassigned
45574,39336,,,Unassigned
45575,39337,,,Unassigned
45576,39338,,,Unassigned
45577,39339,,,Unassigned
45578,39340,,,Unassigned
45579,39341,,,Unassigned
45580,39342,,,Unassigned
45581,39343,,,Unassigned
45582,39344,,,Unassigned
45583,39345,,,Unassigned
45584,39346,,,Unassigned
45585,39347,,,Unassigned
45586,39348,,,Unassigned
45587,39349,,,Unassigned
45588,39350,,,Unassigned
45589,39351,,,Unassigned
45590,39352,,,Unassigned
45591,39353,,,Unassigned
45592,39354,,,Unassigned
45593,39355,,,Unassigned
45594,39356,,,Unassigned
45595,39357,,,Unassigned
45596,39358,,,Unassigned
45597,39359,,,Unassigned
45598,39360,,,Unassigned
45599,39361,,,Unassigned
45600,39362,,,Unassigned
45601,39363,,,Unassigned
45602,39364,,,Unassigned
45603,39365,,,Unassigned
45604,39366,,,Unassigned
45605,39367,,,Unassigned
45606,39368,,,Unassigned
45607,39369,,,Unassigned
45608,39370,,,Unassigned
45609,39371,,,Unassigned
45610,39372,,,Unassigned
45611,39373,,,Unassigned
45612,39374,,,Unassigned
45613,39375,,,Unassigned
45614,39376,,,Unassigned
45615,39377,,,Unassigned
45616,39378,,,Unassigned
45617,39379,,,Unassigned
45618,39380,,,Unassigned
45619,39381,,,Unassigned
45620,39382,,,Unassigned
45621,39383,,,Unassigned
45622,39384,,,Unassigned
45623,39385,,,Unassigned
45624,39386,,,Unassigned
45625,39387,,,Unassigned
45626,39388,,,Unassigned
45627,39389,,,Unassigned
45628,39390,,,Unassigned
45629,39391,,,Unassigned
45630,39392,,,Unassigned
45631,39393,,,Unassigned
45632,39394,,,Unassigned
45633,39395,,,Unassigned
45634,39396,,,Unassigned
45635,39397,,,Unassigned
45636,39398,,,Unassigned
45637,39399,,,Unassigned
45638,39400,,,Unassigned
45639,39401,,,Unassigned
45640,39402,,,Unassigned
45641,39403,,,Unassigned
45642,39404,,,Unassigned
45643,39405,,,Unassigned
45644,39406,,,Unassigned
45645,39407,,,Unassigned
45646,39408,,,Unassigned
45647,39409,,,Unassigned
45648,39410,,,Unassigned
45649,39411,,,Unassigned
45650,39412,,,Unassigned
45651,39413,,,Unassigned
45652,39414,,,Unassigned
45653,39415,,,Unassigned
45654,39416,,,Unassigned
45655,39417,,,Unassigned
45656,39418,,,Unassigned
45657,39419,,,Unassigned
45658,39420,,,Unassigned
45659,39421,,,Unassigned
45660,39422,,,Unassigned
45661,39423,,,Unassigned
45662,39424,,,Unassigned
45663,39425,,,Unassigned
45664,39426,,,Unassigned
45665,39427,,,Unassigned
45666,39428,,,Unassigned
45667,39429,,,Unassigned
45668,39430,,,Unassigned
45669,39431,,,Unassigned
45670,39432,,,Unassigned
45671,39433,,,Unassigned
45672,39434,,,Unassigned
45673,39435,,,Unassigned
45674,39436,,,Unassigned
45675,39437,,,Unassigned
45676,39438,,,Unassigned
45677,39439,,,Unassigned
45678,39440,,,Unassigned
45679,39441,,,Unassigned
45680,39442,,,Unassigned
45681,39443,,,Unassigned
45682,39444,,,Unassigned
45683,39445,,,Unassigned
45684,39446,,,Unassigned
45685,39447,,,Unassigned
45686,39448,,,Unassigned
45687,39449,,,Unassigned
45688,39450,,,Unassigned
45689,39451,,,Unassigned
45690,39452,,,Unassigned
45691,39453,,,Unassigned
45692,39454,,,Unassigned
45693,39455,,,Unassigned
45694,39456,,,Unassigned
45695,39457,,,Unassigned
45696,39458,,,Unassigned
45697,39459,,,Unassigned
45698,39460,,,Unassigned
45699,39461,,,Unassigned
45700,39462,,,Unassigned
45701,39463,,,Unassigned
45702,39464,,,Unassigned
45703,39465,,,Unassigned
45704,39466,,,Unassigned
45705,39467,,,Unassigned
45706,39468,,,Unassigned
45707,39469,,,Unassigned
45708,39470,,,Unassigned
45709,39471,,,Unassigned
45710,39472,,,Unassigned
45711,39473,,,Unassigned
45712,39474,,,Unassigned
45713,39475,,,Unassigned
45714,39476,,,Unassigned
45715,39477,,,Unassigned
45716,39478,,,Unassigned
45717,39479,,,Unassigned
45718,39480,,,Unassigned
45719,39481,,,Unassigned
45720,39482,,,Unassigned
45721,39483,,,Unassigned
45722,39484,,,Unassigned
45723,39485,,,Unassigned
45724,39486,,,Unassigned
45725,39487,,,Unassigned
45726,39488,,,Unassigned
45727,39489,,,Unassigned
45728,39490,,,Unassigned
45729,39491,,,Unassigned
45730,39492,,,Unassigned
45731,39493,,,Unassigned
45732,39494,,,Unassigned
45733,39495,,,Unassigned
45734,39496,,,Unassigned
45735,39497,,,Unassigned
45736,39498,,,Unassigned
45737,39499,,,Unassigned
45738,39500,,,Unassigned
45739,39501,,,Unassigned
45740,39502,,,Unassigned
45741,39503,,,Unassigned
45742,39504,,,Unassigned
45743,39505,,,Unassigned
45744,39506,,,Unassigned
45745,39507,,,Unassigned
45746,39508,,,Unassigned
45747,39509,,,Unassigned
45748,39510,,,Unassigned
45749,39511,,,Unassigned
45750,39512,,,Unassigned
45751,39513,,,Unassigned
45752,39514,,,Unassigned
45753,39515,,,Unassigned
45754,39516,,,Unassigned
45755,39517,,,Unassigned
45756,39518,,,Unassigned
45757,39519,,,Unassigned
45758,39520,,,Unassigned
45759,39521,,,Unassigned
45760,39522,,,Unassigned
45761,39523,,,Unassigned
45762,39524,,,Unassigned
45763,39525,,,Unassigned
45764,39526,,,Unassigned
45765,39527,,,Unassigned
45766,39528,,,Unassigned
45767,39529,,,Unassigned
45768,39530,,,Unassigned
45769,39531,,,Unassigned
45770,39532,,,Unassigned
45771,39533,,,Unassigned
45772,39534,,,Unassigned
45773,39535,,,Unassigned
45774,39536,,,Unassigned
45775,39537,,,Unassigned
45776,39538,,,Unassigned
45777,39539,,,Unassigned
45778,39540,,,Unassigned
45779,39541,,,Unassigned
45780,39542,,,Unassigned
45781,39543,,,Unassigned
45782,39544,,,Unassigned
45783,39545,,,Unassigned
45784,39546,,,Unassigned
45785,39547,,,Unassigned
45786,39548,,,Unassigned
45787,39549,,,Unassigned
45788,39550,,,Unassigned
45789,39551,,,Unassigned
45790,39552,,,Unassigned
45791,39553,,,Unassigned
45792,39554,,,Unassigned
45793,39555,,,Unassigned
45794,39556,,,Unassigned
45795,39557,,,Unassigned
45796,39558,,,Unassigned
45797,39559,,,Unassigned
45798,39560,,,Unassigned
45799,39561,,,Unassigned
45800,39562,,,Unassigned
45801,39563,,,Unassigned
45802,39564,,,Unassigned
45803,39565,,,Unassigned
45804,39566,,,Unassigned
45805,39567,,,Unassigned
45806,39568,,,Unassigned
45807,39569,,,Unassigned
45808,39570,,,Unassigned
45809,39571,,,Unassigned
45810,39572,,,Unassigned
45811,39573,,,Unassigned
45812,39574,,,Unassigned
45813,39575,,,Unassigned
45814,39576,,,Unassigned
45815,39577,,,Unassigned
45816,39578,,,Unassigned
45817,39579,,,Unassigned
45818,39580,,,Unassigned
45819,39581,,,Unassigned
45820,39582,,,Unassigned
45821,39583,,,Unassigned
45822,39584,,,Unassigned
45823,39585,,,Unassigned
45824,39586,,,Unassigned
45825,39587,,,Unassigned
45826,39588,,,Unassigned
45827,39589,,,Unassigned
45828,39590,,,Unassigned
45829,39591,,,Unassigned
45830,39592,,,Unassigned
45831,39593,,,Unassigned
45832,39594,,,Unassigned
45833,39595,,,Unassigned
45834,39596,,,Unassigned
45835,39597,,,Unassigned
45836,39598,,,Unassigned
45837,39599,,,Unassigned
45838,39600,,,Unassigned
45839,39601,,,Unassigned
45840,39602,,,Unassigned
45841,39603,,,Unassigned
45842,39604,,,Unassigned
45843,39605,,,Unassigned
45844,39606,,,Unassigned
45845,39607,,,Unassigned
45846,39608,,,Unassigned
45847,39609,,,Unassigned
45848,39610,,,Unassigned
45849,39611,,,Unassigned
45850,39612,,,Unassigned
45851,39613,,,Unassigned
45852,39614,,,Unassigned
45853,39615,,,Unassigned
45854,39616,,,Unassigned
45855,39617,,,Unassigned
45856,39618,,,Unassigned
45857,39619,,,Unassigned
45858,39620,,,Unassigned
45859,39621,,,Unassigned
45860,39622,,,Unassigned
45861,39623,,,Unassigned
45862,39624,,,Unassigned
45863,39625,,,Unassigned
45864,39626,,,Unassigned
45865,39627,,,Unassigned
45866,39628,,,Unassigned
45867,39629,,,Unassigned
45868,39630,,,Unassigned
45869,39631,,,Unassigned
45870,39632,,,Unassigned
45871,39633,,,Unassigned
45872,39634,,,Unassigned
45873,39635,,,Unassigned
45874,39636,,,Unassigned
45875,39637,,,Unassigned
45876,39638,,,Unassigned
45877,39639,,,Unassigned
45878,39640,,,Unassigned
45879,39641,,,Unassigned
45880,39642,,,Unassigned
45881,39643,,,Unassigned
45882,39644,,,Unassigned
45883,39645,,,Unassigned
45884,39646,,,Unassigned
45885,39647,,,Unassigned
45886,39648,,,Unassigned
45887,39649,,,Unassigned
45888,39650,,,Unassigned
45889,39651,,,Unassigned
45890,39652,,,Unassigned
45891,39653,,,Unassigned
45892,39654,,,Unassigned
45893,39655,,,Unassigned
45894,39656,,,Unassigned
45895,39657,,,Unassigned
45896,39658,,,Unassigned
45897,39659,,,Unassigned
45898,39660,,,Unassigned
45899,39661,,,Unassigned
45900,39662,,,Unassigned
45901,39663,,,Unassigned
45902,39664,,,Unassigned
45903,39665,,,Unassigned
45904,39666,,,Unassigned
45905,39667,,,Unassigned
45906,39668,,,Unassigned
45907,39669,,,Unassigned
45908,39670,,,Unassigned
45909,39671,,,Unassigned
45910,39672,,,Unassigned
45911,39673,,,Unassigned
45912,39674,,,Unassigned
45913,39675,,,Unassigned
45914,39676,,,Unassigned
45915,39677,,,Unassigned
45916,39678,,,Unassigned
45917,39679,,,Unassigned
45918,39680,,,Unassigned
45919,39681,turbonote-1,tcp,TurboNote Default Port
45920,39681,turbonote-1,udp,TurboNote Default Port
45921,39682,,,Unassigned
45922,39683,,,Unassigned
45923,39684,,,Unassigned
45924,39685,,,Unassigned
45925,39686,,,Unassigned
45926,39687,,,Unassigned
45927,39688,,,Unassigned
45928,39689,,,Unassigned
45929,39690,,,Unassigned
45930,39691,,,Unassigned
45931,39692,,,Unassigned
45932,39693,,,Unassigned
45933,39694,,,Unassigned
45934,39695,,,Unassigned
45935,39696,,,Unassigned
45936,39697,,,Unassigned
45937,39698,,,Unassigned
45938,39699,,,Unassigned
45939,39700,,,Unassigned
45940,39701,,,Unassigned
45941,39702,,,Unassigned
45942,39703,,,Unassigned
45943,39704,,,Unassigned
45944,39705,,,Unassigned
45945,39706,,,Unassigned
45946,39707,,,Unassigned
45947,39708,,,Unassigned
45948,39709,,,Unassigned
45949,39710,,,Unassigned
45950,39711,,,Unassigned
45951,39712,,,Unassigned
45952,39713,,,Unassigned
45953,39714,,,Unassigned
45954,39715,,,Unassigned
45955,39716,,,Unassigned
45956,39717,,,Unassigned
45957,39718,,,Unassigned
45958,39719,,,Unassigned
45959,39720,,,Unassigned
45960,39721,,,Unassigned
45961,39722,,,Unassigned
45962,39723,,,Unassigned
45963,39724,,,Unassigned
45964,39725,,,Unassigned
45965,39726,,,Unassigned
45966,39727,,,Unassigned
45967,39728,,,Unassigned
45968,39729,,,Unassigned
45969,39730,,,Unassigned
45970,39731,,,Unassigned
45971,39732,,,Unassigned
45972,39733,,,Unassigned
45973,39734,,,Unassigned
45974,39735,,,Unassigned
45975,39736,,,Unassigned
45976,39737,,,Unassigned
45977,39738,,,Unassigned
45978,39739,,,Unassigned
45979,39740,,,Unassigned
45980,39741,,,Unassigned
45981,39742,,,Unassigned
45982,39743,,,Unassigned
45983,39744,,,Unassigned
45984,39745,,,Unassigned
45985,39746,,,Unassigned
45986,39747,,,Unassigned
45987,39748,,,Unassigned
45988,39749,,,Unassigned
45989,39750,,,Unassigned
45990,39751,,,Unassigned
45991,39752,,,Unassigned
45992,39753,,,Unassigned
45993,39754,,,Unassigned
45994,39755,,,Unassigned
45995,39756,,,Unassigned
45996,39757,,,Unassigned
45997,39758,,,Unassigned
45998,39759,,,Unassigned
45999,39760,,,Unassigned
46000,39761,,,Unassigned
46001,39762,,,Unassigned
46002,39763,,,Unassigned
46003,39764,,,Unassigned
46004,39765,,,Unassigned
46005,39766,,,Unassigned
46006,39767,,,Unassigned
46007,39768,,,Unassigned
46008,39769,,,Unassigned
46009,39770,,,Unassigned
46010,39771,,,Unassigned
46011,39772,,,Unassigned
46012,39773,,,Unassigned
46013,39774,,,Unassigned
46014,39775,,,Unassigned
46015,39776,,,Unassigned
46016,39777,,,Unassigned
46017,39778,,,Unassigned
46018,39779,,,Unassigned
46019,39780,,,Unassigned
46020,39781,,,Unassigned
46021,39782,,,Unassigned
46022,39783,,,Unassigned
46023,39784,,,Unassigned
46024,39785,,,Unassigned
46025,39786,,,Unassigned
46026,39787,,,Unassigned
46027,39788,,,Unassigned
46028,39789,,,Unassigned
46029,39790,,,Unassigned
46030,39791,,,Unassigned
46031,39792,,,Unassigned
46032,39793,,,Unassigned
46033,39794,,,Unassigned
46034,39795,,,Unassigned
46035,39796,,,Unassigned
46036,39797,,,Unassigned
46037,39798,,,Unassigned
46038,39799,,,Unassigned
46039,39800,,,Unassigned
46040,39801,,,Unassigned
46041,39802,,,Unassigned
46042,39803,,,Unassigned
46043,39804,,,Unassigned
46044,39805,,,Unassigned
46045,39806,,,Unassigned
46046,39807,,,Unassigned
46047,39808,,,Unassigned
46048,39809,,,Unassigned
46049,39810,,,Unassigned
46050,39811,,,Unassigned
46051,39812,,,Unassigned
46052,39813,,,Unassigned
46053,39814,,,Unassigned
46054,39815,,,Unassigned
46055,39816,,,Unassigned
46056,39817,,,Unassigned
46057,39818,,,Unassigned
46058,39819,,,Unassigned
46059,39820,,,Unassigned
46060,39821,,,Unassigned
46061,39822,,,Unassigned
46062,39823,,,Unassigned
46063,39824,,,Unassigned
46064,39825,,,Unassigned
46065,39826,,,Unassigned
46066,39827,,,Unassigned
46067,39828,,,Unassigned
46068,39829,,,Unassigned
46069,39830,,,Unassigned
46070,39831,,,Unassigned
46071,39832,,,Unassigned
46072,39833,,,Unassigned
46073,39834,,,Unassigned
46074,39835,,,Unassigned
46075,39836,,,Unassigned
46076,39837,,,Unassigned
46077,39838,,,Unassigned
46078,39839,,,Unassigned
46079,39840,,,Unassigned
46080,39841,,,Unassigned
46081,39842,,,Unassigned
46082,39843,,,Unassigned
46083,39844,,,Unassigned
46084,39845,,,Unassigned
46085,39846,,,Unassigned
46086,39847,,,Unassigned
46087,39848,,,Unassigned
46088,39849,,,Unassigned
46089,39850,,,Unassigned
46090,39851,,,Unassigned
46091,39852,,,Unassigned
46092,39853,,,Unassigned
46093,39854,,,Unassigned
46094,39855,,,Unassigned
46095,39856,,,Unassigned
46096,39857,,,Unassigned
46097,39858,,,Unassigned
46098,39859,,,Unassigned
46099,39860,,,Unassigned
46100,39861,,,Unassigned
46101,39862,,,Unassigned
46102,39863,,,Unassigned
46103,39864,,,Unassigned
46104,39865,,,Unassigned
46105,39866,,,Unassigned
46106,39867,,,Unassigned
46107,39868,,,Unassigned
46108,39869,,,Unassigned
46109,39870,,,Unassigned
46110,39871,,,Unassigned
46111,39872,,,Unassigned
46112,39873,,,Unassigned
46113,39874,,,Unassigned
46114,39875,,,Unassigned
46115,39876,,,Unassigned
46116,39877,,,Unassigned
46117,39878,,,Unassigned
46118,39879,,,Unassigned
46119,39880,,,Unassigned
46120,39881,,,Unassigned
46121,39882,,,Unassigned
46122,39883,,,Unassigned
46123,39884,,,Unassigned
46124,39885,,,Unassigned
46125,39886,,,Unassigned
46126,39887,,,Unassigned
46127,39888,,,Unassigned
46128,39889,,,Unassigned
46129,39890,,,Unassigned
46130,39891,,,Unassigned
46131,39892,,,Unassigned
46132,39893,,,Unassigned
46133,39894,,,Unassigned
46134,39895,,,Unassigned
46135,39896,,,Unassigned
46136,39897,,,Unassigned
46137,39898,,,Unassigned
46138,39899,,,Unassigned
46139,39900,,,Unassigned
46140,39901,,,Unassigned
46141,39902,,,Unassigned
46142,39903,,,Unassigned
46143,39904,,,Unassigned
46144,39905,,,Unassigned
46145,39906,,,Unassigned
46146,39907,,,Unassigned
46147,39908,,,Unassigned
46148,39909,,,Unassigned
46149,39910,,,Unassigned
46150,39911,,,Unassigned
46151,39912,,,Unassigned
46152,39913,,,Unassigned
46153,39914,,,Unassigned
46154,39915,,,Unassigned
46155,39916,,,Unassigned
46156,39917,,,Unassigned
46157,39918,,,Unassigned
46158,39919,,,Unassigned
46159,39920,,,Unassigned
46160,39921,,,Unassigned
46161,39922,,,Unassigned
46162,39923,,,Unassigned
46163,39924,,,Unassigned
46164,39925,,,Unassigned
46165,39926,,,Unassigned
46166,39927,,,Unassigned
46167,39928,,,Unassigned
46168,39929,,,Unassigned
46169,39930,,,Unassigned
46170,39931,,,Unassigned
46171,39932,,,Unassigned
46172,39933,,,Unassigned
46173,39934,,,Unassigned
46174,39935,,,Unassigned
46175,39936,,,Unassigned
46176,39937,,,Unassigned
46177,39938,,,Unassigned
46178,39939,,,Unassigned
46179,39940,,,Unassigned
46180,39941,,,Unassigned
46181,39942,,,Unassigned
46182,39943,,,Unassigned
46183,39944,,,Unassigned
46184,39945,,,Unassigned
46185,39946,,,Unassigned
46186,39947,,,Unassigned
46187,39948,,,Unassigned
46188,39949,,,Unassigned
46189,39950,,,Unassigned
46190,39951,,,Unassigned
46191,39952,,,Unassigned
46192,39953,,,Unassigned
46193,39954,,,Unassigned
46194,39955,,,Unassigned
46195,39956,,,Unassigned
46196,39957,,,Unassigned
46197,39958,,,Unassigned
46198,39959,,,Unassigned
46199,39960,,,Unassigned
46200,39961,,,Unassigned
46201,39962,,,Unassigned
46202,39963,,,Unassigned
46203,39964,,,Unassigned
46204,39965,,,Unassigned
46205,39966,,,Unassigned
46206,39967,,,Unassigned
46207,39968,,,Unassigned
46208,39969,,,Unassigned
46209,39970,,,Unassigned
46210,39971,,,Unassigned
46211,39972,,,Unassigned
46212,39973,,,Unassigned
46213,39974,,,Unassigned
46214,39975,,,Unassigned
46215,39976,,,Unassigned
46216,39977,,,Unassigned
46217,39978,,,Unassigned
46218,39979,,,Unassigned
46219,39980,,,Unassigned
46220,39981,,,Unassigned
46221,39982,,,Unassigned
46222,39983,,,Unassigned
46223,39984,,,Unassigned
46224,39985,,,Unassigned
46225,39986,,,Unassigned
46226,39987,,,Unassigned
46227,39988,,,Unassigned
46228,39989,,,Unassigned
46229,39990,,,Unassigned
46230,39991,,,Unassigned
46231,39992,,,Unassigned
46232,39993,,,Unassigned
46233,39994,,,Unassigned
46234,39995,,,Unassigned
46235,39996,,,Unassigned
46236,39997,,,Unassigned
