Id,Port Number,Service Name,Transport Protocol,Description
673,358,shrinkwrap,tcp,Shrinkwrap
674,358,shrinkwrap,udp,Shrinkwrap
675,359,nsrmp,tcp,Network Security Risk Management Protocol
676,359,nsrmp,udp,Network Security Risk Management Protocol
677,360,scoi2odialog,tcp,scoi2odialog
678,360,scoi2odialog,udp,scoi2odialog
679,361,semantix,tcp,Semantix
680,361,semantix,udp,Semantix
681,362,srssend,tcp,SRS Send
682,362,srssend,udp,SRS Send
683,363,rsvp-tunnel,tcp,"RSVP Tunnel
IANA assigned this well-formed service name as a replacement for ""rsvp_tunnel""."
684,363,rsvp_tunnel,tcp,RSVP Tunnel
685,363,rsvp-tunnel,udp,"RSVP Tunnel
IANA assigned this well-formed service name as a replacement for ""rsvp_tunnel""."
686,363,rsvp_tunnel,udp,RSVP Tunnel
687,364,aurora-cmgr,tcp,Aurora CMGR
688,364,aurora-cmgr,udp,Aurora CMGR
689,365,dtk,tcp,DTK
690,365,dtk,udp,DTK
691,366,odmr,tcp,ODMR
692,366,odmr,udp,ODMR
693,367,mortgageware,tcp,MortgageWare
694,367,mortgageware,udp,MortgageWare
695,368,qbikgdp,tcp,QbikGDP
696,368,qbikgdp,udp,QbikGDP
697,369,rpc2portmap,tcp,rpc2portmap
698,369,rpc2portmap,udp,rpc2portmap
699,370,codaauth2,tcp,codaauth2
700,370,codaauth2,udp,codaauth2
701,371,clearcase,tcp,Clearcase
702,371,clearcase,udp,Clearcase
703,372,ulistproc,tcp,ListProcessor
704,372,ulistproc,udp,ListProcessor
705,373,legent-1,tcp,Legent Corporation
706,373,legent-1,udp,Legent Corporation
707,374,legent-2,tcp,Legent Corporation
708,374,legent-2,udp,Legent Corporation
709,375,hassle,tcp,Hassle
710,375,hassle,udp,Hassle
711,376,nip,tcp,Amiga Envoy Network Inquiry Proto
712,376,nip,udp,Amiga Envoy Network Inquiry Proto
713,377,tnETOS,tcp,NEC Corporation
714,377,tnETOS,udp,NEC Corporation
715,378,dsETOS,tcp,NEC Corporation
716,378,dsETOS,udp,NEC Corporation
717,379,is99c,tcp,TIA/EIA/IS-99 modem client
718,379,is99c,udp,TIA/EIA/IS-99 modem client
719,380,is99s,tcp,TIA/EIA/IS-99 modem server
720,380,is99s,udp,TIA/EIA/IS-99 modem server
721,381,hp-collector,tcp,hp performance data collector
722,381,hp-collector,udp,hp performance data collector
723,382,hp-managed-node,tcp,hp performance data managed node
724,382,hp-managed-node,udp,hp performance data managed node
725,383,hp-alarm-mgr,tcp,hp performance data alarm manager
726,383,hp-alarm-mgr,udp,hp performance data alarm manager
727,384,arns,tcp,A Remote Network Server System
728,384,arns,udp,A Remote Network Server System
729,385,ibm-app,tcp,IBM Application
730,385,ibm-app,udp,IBM Application
731,386,asa,tcp,ASA Message Router Object Def.
732,386,asa,udp,ASA Message Router Object Def.
733,387,aurp,tcp,Appletalk Update-Based Routing Pro.
734,387,aurp,udp,Appletalk Update-Based Routing Pro.
735,388,unidata-ldm,tcp,Unidata LDM
736,388,unidata-ldm,udp,Unidata LDM
737,389,ldap,tcp,Lightweight Directory Access Protocol
738,389,ldap,udp,Lightweight Directory Access Protocol
739,390,uis,tcp,UIS
740,390,uis,udp,UIS
741,391,synotics-relay,tcp,SynOptics SNMP Relay Port
742,391,synotics-relay,udp,SynOptics SNMP Relay Port
743,392,synotics-broker,tcp,SynOptics Port Broker Port
744,392,synotics-broker,udp,SynOptics Port Broker Port
745,393,meta5,tcp,Meta5
746,393,meta5,udp,Meta5
747,394,embl-ndt,tcp,EMBL Nucleic Data Transfer
748,394,embl-ndt,udp,EMBL Nucleic Data Transfer
749,395,netcp,tcp,NetScout Control Protocol
750,395,netcp,udp,NetScout Control Protocol
751,396,netware-ip,tcp,Novell Netware over IP
752,396,netware-ip,udp,Novell Netware over IP
753,397,mptn,tcp,Multi Protocol Trans. Net.
754,397,mptn,udp,Multi Protocol Trans. Net.
755,398,kryptolan,tcp,Kryptolan
756,398,kryptolan,udp,Kryptolan
757,399,iso-tsap-c2,tcp,ISO Transport Class 2 Non-Control over TCP
758,399,iso-tsap-c2,udp,ISO Transport Class 2 Non-Control over UDP
759,400,osb-sd,tcp,Oracle Secure Backup
760,400,osb-sd,udp,Oracle Secure Backup
761,401,ups,tcp,Uninterruptible Power Supply
762,401,ups,udp,Uninterruptible Power Supply
763,402,genie,tcp,Genie Protocol
764,402,genie,udp,Genie Protocol
765,403,decap,tcp,decap
766,403,decap,udp,decap
767,404,nced,tcp,nced
768,404,nced,udp,nced
769,405,ncld,tcp,ncld
770,405,ncld,udp,ncld
771,406,imsp,tcp,Interactive Mail Support Protocol
772,406,imsp,udp,Interactive Mail Support Protocol
773,407,timbuktu,tcp,Timbuktu
774,407,timbuktu,udp,Timbuktu
775,408,prm-sm,tcp,Prospero Resource Manager Sys. Man.
776,408,prm-sm,udp,Prospero Resource Manager Sys. Man.
777,409,prm-nm,tcp,Prospero Resource Manager Node Man.
778,409,prm-nm,udp,Prospero Resource Manager Node Man.
779,410,decladebug,tcp,DECLadebug Remote Debug Protocol
780,410,decladebug,udp,DECLadebug Remote Debug Protocol
781,411,rmt,tcp,Remote MT Protocol
782,411,rmt,udp,Remote MT Protocol
783,412,synoptics-trap,tcp,Trap Convention Port
784,412,synoptics-trap,udp,Trap Convention Port
785,413,smsp,tcp,Storage Management Services Protocol
786,413,smsp,udp,Storage Management Services Protocol
787,414,infoseek,tcp,InfoSeek
788,414,infoseek,udp,InfoSeek
789,415,bnet,tcp,BNet
790,415,bnet,udp,BNet
791,416,silverplatter,tcp,Silverplatter
792,416,silverplatter,udp,Silverplatter
793,417,onmux,tcp,Onmux
794,417,onmux,udp,Onmux
795,418,hyper-g,tcp,Hyper-G
796,418,hyper-g,udp,Hyper-G
797,419,ariel1,tcp,Ariel 1
798,419,ariel1,udp,Ariel 1
799,420,smpte,tcp,SMPTE
800,420,smpte,udp,SMPTE
801,421,ariel2,tcp,Ariel 2
802,421,ariel2,udp,Ariel 2
803,422,ariel3,tcp,Ariel 3
804,422,ariel3,udp,Ariel 3
805,423,opc-job-start,tcp,IBM Operations Planning and Control Start
806,423,opc-job-start,udp,IBM Operations Planning and Control Start
807,424,opc-job-track,tcp,IBM Operations Planning and Control Track
808,424,opc-job-track,udp,IBM Operations Planning and Control Track
809,425,icad-el,tcp,ICAD
810,425,icad-el,udp,ICAD
811,426,smartsdp,tcp,smartsdp
812,426,smartsdp,udp,smartsdp
813,427,svrloc,tcp,Server Location
814,427,svrloc,udp,Server Location
815,428,ocs-cmu,tcp,"OCS_CMU
IANA assigned this well-formed service name as a replacement for ""ocs_cmu""."
816,428,ocs_cmu,tcp,OCS_CMU
817,428,ocs-cmu,udp,"OCS_CMU
IANA assigned this well-formed service name as a replacement for ""ocs_cmu""."
818,428,ocs_cmu,udp,OCS_CMU
819,429,ocs-amu,tcp,"OCS_AMU
IANA assigned this well-formed service name as a replacement for ""ocs_amu""."
820,429,ocs_amu,tcp,OCS_AMU
821,429,ocs-amu,udp,"OCS_AMU
IANA assigned this well-formed service name as a replacement for ""ocs_amu""."
822,429,ocs_amu,udp,OCS_AMU
823,430,utmpsd,tcp,UTMPSD
824,430,utmpsd,udp,UTMPSD
825,431,utmpcd,tcp,UTMPCD
826,431,utmpcd,udp,UTMPCD
827,432,iasd,tcp,IASD
828,432,iasd,udp,IASD
829,433,nnsp,tcp,NNSP
830,433,nnsp,udp,NNSP
831,434,mobileip-agent,tcp,MobileIP-Agent
832,434,mobileip-agent,udp,MobileIP-Agent
833,435,mobilip-mn,tcp,MobilIP-MN
834,435,mobilip-mn,udp,MobilIP-MN
835,436,dna-cml,tcp,DNA-CML
836,436,dna-cml,udp,DNA-CML
837,437,comscm,tcp,comscm
838,437,comscm,udp,comscm
839,438,dsfgw,tcp,dsfgw
840,438,dsfgw,udp,dsfgw
841,439,dasp,tcp,dasp
842,439,dasp,udp,dasp
843,440,sgcp,tcp,sgcp
844,440,sgcp,udp,sgcp
845,441,decvms-sysmgt,tcp,decvms-sysmgt
846,441,decvms-sysmgt,udp,decvms-sysmgt
847,442,cvc-hostd,tcp,"cvc_hostd
IANA assigned this well-formed service name as a replacement for ""cvc_hostd""."
848,442,cvc_hostd,tcp,cvc_hostd
849,442,cvc-hostd,udp,"cvc_hostd
IANA assigned this well-formed service name as a replacement for ""cvc_hostd""."
850,442,cvc_hostd,udp,cvc_hostd
851,443,https,tcp,http protocol over TLS/SSL
852,443,https,udp,http protocol over TLS/SSL
853,443,https,sctp,HTTPS
854,444,snpp,tcp,Simple Network Paging Protocol
855,444,snpp,udp,Simple Network Paging Protocol
856,445,microsoft-ds,tcp,Microsoft-DS
857,445,microsoft-ds,udp,Microsoft-DS
858,446,ddm-rdb,tcp,DDM-Remote Relational Database Access
859,446,ddm-rdb,udp,DDM-Remote Relational Database Access
860,447,ddm-dfm,tcp,DDM-Distributed File Management
861,447,ddm-dfm,udp,DDM-Distributed File Management
862,448,ddm-ssl,tcp,DDM-Remote DB Access Using Secure Sockets
863,448,ddm-ssl,udp,DDM-Remote DB Access Using Secure Sockets
864,449,as-servermap,tcp,AS Server Mapper
865,449,as-servermap,udp,AS Server Mapper
866,450,tserver,tcp,Computer Supported Telecomunication Applications
867,450,tserver,udp,Computer Supported Telecomunication Applications
868,451,sfs-smp-net,tcp,Cray Network Semaphore server
869,451,sfs-smp-net,udp,Cray Network Semaphore server
870,452,sfs-config,tcp,Cray SFS config server
871,452,sfs-config,udp,Cray SFS config server
872,453,creativeserver,tcp,CreativeServer
873,453,creativeserver,udp,CreativeServer
874,454,contentserver,tcp,ContentServer
875,454,contentserver,udp,ContentServer
876,455,creativepartnr,tcp,CreativePartnr
877,455,creativepartnr,udp,CreativePartnr
878,456,macon-tcp,tcp,macon-tcp
879,456,macon-udp,udp,macon-udp
880,457,scohelp,tcp,scohelp
881,457,scohelp,udp,scohelp
882,458,appleqtc,tcp,apple quick time
883,458,appleqtc,udp,apple quick time
884,459,ampr-rcmd,tcp,ampr-rcmd
885,459,ampr-rcmd,udp,ampr-rcmd
886,460,skronk,tcp,skronk
887,460,skronk,udp,skronk
888,461,datasurfsrv,tcp,DataRampSrv
889,461,datasurfsrv,udp,DataRampSrv
890,462,datasurfsrvsec,tcp,DataRampSrvSec
891,462,datasurfsrvsec,udp,DataRampSrvSec
892,463,alpes,tcp,alpes
893,463,alpes,udp,alpes
894,464,kpasswd,tcp,kpasswd
895,464,kpasswd,udp,kpasswd
896,465,urd,tcp,URL Rendesvous Directory for SSM
897,465,igmpv3lite,udp,IGMP over UDP for SSM
898,466,digital-vrc,tcp,digital-vrc
899,466,digital-vrc,udp,digital-vrc
900,467,mylex-mapd,tcp,mylex-mapd
901,467,mylex-mapd,udp,mylex-mapd
902,468,photuris,tcp,proturis
903,468,photuris,udp,proturis
904,469,rcp,tcp,Radio Control Protocol
905,469,rcp,udp,Radio Control Protocol
906,470,scx-proxy,tcp,scx-proxy
907,470,scx-proxy,udp,scx-proxy
908,471,mondex,tcp,Mondex
909,471,mondex,udp,Mondex
910,472,ljk-login,tcp,ljk-login
911,472,ljk-login,udp,ljk-login
912,473,hybrid-pop,tcp,hybrid-pop
913,473,hybrid-pop,udp,hybrid-pop
914,474,tn-tl-w1,tcp,tn-tl-w1
915,474,tn-tl-w2,udp,tn-tl-w2
916,475,tcpnethaspsrv,tcp,tcpnethaspsrv
917,475,tcpnethaspsrv,udp,tcpnethaspsrv
918,476,tn-tl-fd1,tcp,tn-tl-fd1
919,476,tn-tl-fd1,udp,tn-tl-fd1
920,477,ss7ns,tcp,ss7ns
921,477,ss7ns,udp,ss7ns
922,478,spsc,tcp,spsc
923,478,spsc,udp,spsc
924,479,iafserver,tcp,iafserver
925,479,iafserver,udp,iafserver
926,480,iafdbase,tcp,iafdbase
927,480,iafdbase,udp,iafdbase
928,481,ph,tcp,Ph service
929,481,ph,udp,Ph service
930,482,bgs-nsi,tcp,bgs-nsi
931,482,bgs-nsi,udp,bgs-nsi
932,483,ulpnet,tcp,ulpnet
933,483,ulpnet,udp,ulpnet
934,484,integra-sme,tcp,Integra Software Management Environment
935,484,integra-sme,udp,Integra Software Management Environment
936,485,powerburst,tcp,Air Soft Power Burst
937,485,powerburst,udp,Air Soft Power Burst
938,486,avian,tcp,avian
939,486,avian,udp,avian
940,487,saft,tcp,saft Simple Asynchronous File Transfer
941,487,saft,udp,saft Simple Asynchronous File Transfer
942,488,gss-http,tcp,gss-http
943,488,gss-http,udp,gss-http
944,489,nest-protocol,tcp,nest-protocol
945,489,nest-protocol,udp,nest-protocol
946,490,micom-pfs,tcp,micom-pfs
947,490,micom-pfs,udp,micom-pfs
948,491,go-login,tcp,go-login
949,491,go-login,udp,go-login
950,492,ticf-1,tcp,Transport Independent Convergence for FNA
951,492,ticf-1,udp,Transport Independent Convergence for FNA
952,493,ticf-2,tcp,Transport Independent Convergence for FNA
953,493,ticf-2,udp,Transport Independent Convergence for FNA
954,494,pov-ray,tcp,POV-Ray
955,494,pov-ray,udp,POV-Ray
956,495,intecourier,tcp,intecourier
957,495,intecourier,udp,intecourier
958,496,pim-rp-disc,tcp,PIM-RP-DISC
959,496,pim-rp-disc,udp,PIM-RP-DISC
960,497,retrospect,tcp,Retrospect backup and restore service
961,497,retrospect,udp,Retrospect backup and restore service
962,498,siam,tcp,siam
963,498,siam,udp,siam
964,499,iso-ill,tcp,ISO ILL Protocol
965,499,iso-ill,udp,ISO ILL Protocol
966,500,isakmp,tcp,isakmp
967,500,isakmp,udp,isakmp
968,501,stmf,tcp,STMF
969,501,stmf,udp,STMF
970,502,mbap,tcp,Modbus Application Protocol
971,502,mbap,udp,Modbus Application Protocol
972,503,intrinsa,tcp,Intrinsa
973,503,intrinsa,udp,Intrinsa
974,504,citadel,tcp,citadel
975,504,citadel,udp,citadel
976,505,mailbox-lm,tcp,mailbox-lm
977,505,mailbox-lm,udp,mailbox-lm
978,506,ohimsrv,tcp,ohimsrv
979,506,ohimsrv,udp,ohimsrv
980,507,crs,tcp,crs
981,507,crs,udp,crs
982,508,xvttp,tcp,xvttp
983,508,xvttp,udp,xvttp
984,509,snare,tcp,snare
985,509,snare,udp,snare
986,510,fcp,tcp,FirstClass Protocol
987,510,fcp,udp,FirstClass Protocol
988,511,passgo,tcp,PassGo
989,511,passgo,udp,PassGo
990,512,exec,tcp,remote process execution; authentication performed using passwords and UNIX login names
991,512,comsat,udp,
992,512,biff,udp,used by mail system to notify users of new mail received; currently receives messages only from processes on the same machine
993,513,login,tcp,"remote login a la telnet; automatic authentication performed based on priviledged port numbers and distributed data bases which identify ""authentication domains"""
994,513,who,udp,maintains data bases showing who's logged in to machines on a local net and the load average of the machine
995,514,shell,tcp,"cmd like exec, but automatic authentication is performed as for login server"
996,514,syslog,udp,
997,515,printer,tcp,spooler
998,515,printer,udp,spooler
999,516,videotex,tcp,videotex
1000,516,videotex,udp,videotex
1001,517,talk,tcp,"like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)"
1002,517,talk,udp,"like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)"
1003,518,ntalk,tcp,
1004,518,ntalk,udp,
1005,519,utime,tcp,unixtime
1006,519,utime,udp,unixtime
1007,520,efs,tcp,extended file name server
1008,520,router,udp,local routing process (on site); uses variant of Xerox NS routing information protocol - RIP
1009,521,ripng,tcp,ripng
1010,521,ripng,udp,ripng
1011,522,ulp,tcp,ULP
1012,522,ulp,udp,ULP
1013,523,ibm-db2,tcp,IBM-DB2
1014,523,ibm-db2,udp,IBM-DB2
1015,524,ncp,tcp,NCP
1016,524,ncp,udp,NCP
1017,525,timed,tcp,timeserver
1018,525,timed,udp,timeserver
1019,526,tempo,tcp,newdate
1020,526,tempo,udp,newdate
1021,527,stx,tcp,Stock IXChange
1022,527,stx,udp,Stock IXChange
1023,528,custix,tcp,Customer IXChange
1024,528,custix,udp,Customer IXChange
1025,529,irc-serv,tcp,IRC-SERV
1026,529,irc-serv,udp,IRC-SERV
1027,530,courier,tcp,rpc
1028,530,courier,udp,rpc
1029,531,conference,tcp,chat
1030,531,conference,udp,chat
1031,532,netnews,tcp,readnews
1032,532,netnews,udp,readnews
1033,533,netwall,tcp,for emergency broadcasts
1034,533,netwall,udp,for emergency broadcasts
1035,534,windream,tcp,windream Admin
1036,534,windream,udp,windream Admin
1037,535,iiop,tcp,iiop
1038,535,iiop,udp,iiop
1039,536,opalis-rdv,tcp,opalis-rdv
1040,536,opalis-rdv,udp,opalis-rdv
1041,537,nmsp,tcp,Networked Media Streaming Protocol
1042,537,nmsp,udp,Networked Media Streaming Protocol
1043,538,gdomap,tcp,gdomap
1044,538,gdomap,udp,gdomap
1045,539,apertus-ldp,tcp,Apertus Technologies Load Determination
1046,539,apertus-ldp,udp,Apertus Technologies Load Determination
1047,540,uucp,tcp,uucpd
1048,540,uucp,udp,uucpd
1049,541,uucp-rlogin,tcp,uucp-rlogin
1050,541,uucp-rlogin,udp,uucp-rlogin
1051,542,commerce,tcp,commerce
1052,542,commerce,udp,commerce
1053,543,klogin,tcp,
1054,543,klogin,udp,
1055,544,kshell,tcp,krcmd
1056,544,kshell,udp,krcmd
1057,545,appleqtcsrvr,tcp,appleqtcsrvr
1058,545,appleqtcsrvr,udp,appleqtcsrvr
1059,546,dhcpv6-client,tcp,DHCPv6 Client
1060,546,dhcpv6-client,udp,DHCPv6 Client
1061,547,dhcpv6-server,tcp,DHCPv6 Server
1062,547,dhcpv6-server,udp,DHCPv6 Server
1063,548,afpovertcp,tcp,AFP over TCP
1064,548,afpovertcp,udp,AFP over TCP
1065,549,idfp,tcp,IDFP
1066,549,idfp,udp,IDFP
1067,550,new-rwho,tcp,new-who
1068,550,new-rwho,udp,new-who
1069,551,cybercash,tcp,cybercash
1070,551,cybercash,udp,cybercash
1071,552,devshr-nts,tcp,DeviceShare
1072,552,devshr-nts,udp,DeviceShare
1073,553,pirp,tcp,pirp
1074,553,pirp,udp,pirp
1075,554,rtsp,tcp,Real Time Streaming Protocol (RTSP)
1076,554,rtsp,udp,Real Time Streaming Protocol (RTSP)
1077,555,dsf,tcp,
1078,555,dsf,udp,
1079,556,remotefs,tcp,rfs server
1080,556,remotefs,udp,rfs server
1081,557,openvms-sysipc,tcp,openvms-sysipc
1082,557,openvms-sysipc,udp,openvms-sysipc
1083,558,sdnskmp,tcp,SDNSKMP
1084,558,sdnskmp,udp,SDNSKMP
1085,559,teedtap,tcp,TEEDTAP
1086,559,teedtap,udp,TEEDTAP
1087,560,rmonitor,tcp,rmonitord
1088,560,rmonitor,udp,rmonitord
1089,561,monitor,tcp,
1090,561,monitor,udp,
1091,562,chshell,tcp,chcmd
1092,562,chshell,udp,chcmd
1093,563,nntps,tcp,nntp protocol over TLS/SSL (was snntp)
1094,563,nntps,udp,nntp protocol over TLS/SSL (was snntp)
1095,564,9pfs,tcp,plan 9 file service
1096,564,9pfs,udp,plan 9 file service
1097,565,whoami,tcp,whoami
1098,565,whoami,udp,whoami
1099,566,streettalk,tcp,streettalk
1100,566,streettalk,udp,streettalk
1101,567,banyan-rpc,tcp,banyan-rpc
1102,567,banyan-rpc,udp,banyan-rpc
1103,568,ms-shuttle,tcp,microsoft shuttle
1104,568,ms-shuttle,udp,microsoft shuttle
1105,569,ms-rome,tcp,microsoft rome
1106,569,ms-rome,udp,microsoft rome
1107,570,meter,tcp,demon
1108,570,meter,udp,demon
1109,571,meter,tcp,udemon
1110,571,meter,udp,udemon
1111,572,sonar,tcp,sonar
1112,572,sonar,udp,sonar
1113,573,banyan-vip,tcp,banyan-vip
1114,573,banyan-vip,udp,banyan-vip
1115,574,ftp-agent,tcp,FTP Software Agent System
1116,574,ftp-agent,udp,FTP Software Agent System
1117,575,vemmi,tcp,VEMMI
1118,575,vemmi,udp,VEMMI
1119,576,ipcd,tcp,ipcd
1120,576,ipcd,udp,ipcd
1121,577,vnas,tcp,vnas
1122,577,vnas,udp,vnas
1123,578,ipdd,tcp,ipdd
1124,578,ipdd,udp,ipdd
1125,579,decbsrv,tcp,decbsrv
1126,579,decbsrv,udp,decbsrv
1127,580,sntp-heartbeat,tcp,SNTP HEARTBEAT
1128,580,sntp-heartbeat,udp,SNTP HEARTBEAT
1129,581,bdp,tcp,Bundle Discovery Protocol
1130,581,bdp,udp,Bundle Discovery Protocol
1131,582,scc-security,tcp,SCC Security
1132,582,scc-security,udp,SCC Security
1133,583,philips-vc,tcp,Philips Video-Conferencing
1134,583,philips-vc,udp,Philips Video-Conferencing
1135,584,keyserver,tcp,Key Server
1136,584,keyserver,udp,Key Server
1137,585,,,De-registered
1138,586,password-chg,tcp,Password Change
1139,586,password-chg,udp,Password Change
1140,587,submission,tcp,Message Submission
1141,587,submission,udp,Message Submission
1142,588,cal,tcp,CAL
1143,588,cal,udp,CAL
1144,589,eyelink,tcp,EyeLink
1145,589,eyelink,udp,EyeLink
1146,590,tns-cml,tcp,TNS CML
1147,590,tns-cml,udp,TNS CML
1148,591,http-alt,tcp,"FileMaker, Inc. - HTTP Alternate (see Port 80)"
1149,591,http-alt,udp,"FileMaker, Inc. - HTTP Alternate (see Port 80)"
1150,592,eudora-set,tcp,Eudora Set
1151,592,eudora-set,udp,Eudora Set
1152,593,http-rpc-epmap,tcp,HTTP RPC Ep Map
1153,593,http-rpc-epmap,udp,HTTP RPC Ep Map
1154,594,tpip,tcp,TPIP
1155,594,tpip,udp,TPIP
1156,595,cab-protocol,tcp,CAB Protocol
1157,595,cab-protocol,udp,CAB Protocol
1158,596,smsd,tcp,SMSD
1159,596,smsd,udp,SMSD
1160,597,ptcnameservice,tcp,PTC Name Service
1161,597,ptcnameservice,udp,PTC Name Service
1162,598,sco-websrvrmg3,tcp,SCO Web Server Manager 3
1163,598,sco-websrvrmg3,udp,SCO Web Server Manager 3
1164,599,acp,tcp,Aeolon Core Protocol
1165,599,acp,udp,Aeolon Core Protocol
1166,600,ipcserver,tcp,Sun IPC server
1167,600,ipcserver,udp,Sun IPC server
1168,601,syslog-conn,tcp,Reliable Syslog Service
1169,601,syslog-conn,udp,Reliable Syslog Service
1170,602,xmlrpc-beep,tcp,XML-RPC over BEEP
1171,602,xmlrpc-beep,udp,XML-RPC over BEEP
1172,603,idxp,tcp,IDXP
1173,603,idxp,udp,IDXP
1174,604,tunnel,tcp,TUNNEL
1175,604,tunnel,udp,TUNNEL
1176,605,soap-beep,tcp,SOAP over BEEP
1177,605,soap-beep,udp,SOAP over BEEP
1178,606,urm,tcp,Cray Unified Resource Manager
1179,606,urm,udp,Cray Unified Resource Manager
1180,607,nqs,tcp,nqs
1181,607,nqs,udp,nqs
1182,608,sift-uft,tcp,Sender-Initiated/Unsolicited File Transfer
1183,608,sift-uft,udp,Sender-Initiated/Unsolicited File Transfer
1184,609,npmp-trap,tcp,npmp-trap
1185,609,npmp-trap,udp,npmp-trap
1186,610,npmp-local,tcp,npmp-local
1187,610,npmp-local,udp,npmp-local
1188,611,npmp-gui,tcp,npmp-gui
1189,611,npmp-gui,udp,npmp-gui
1190,612,hmmp-ind,tcp,HMMP Indication
1191,612,hmmp-ind,udp,HMMP Indication
1192,613,hmmp-op,tcp,HMMP Operation
1193,613,hmmp-op,udp,HMMP Operation
1194,614,sshell,tcp,SSLshell
1195,614,sshell,udp,SSLshell
1196,615,sco-inetmgr,tcp,Internet Configuration Manager
1197,615,sco-inetmgr,udp,Internet Configuration Manager
1198,616,sco-sysmgr,tcp,SCO System Administration Server
1199,616,sco-sysmgr,udp,SCO System Administration Server
1200,617,sco-dtmgr,tcp,SCO Desktop Administration Server
1201,617,sco-dtmgr,udp,SCO Desktop Administration Server
1202,618,dei-icda,tcp,DEI-ICDA
1203,618,dei-icda,udp,DEI-ICDA
1204,619,compaq-evm,tcp,Compaq EVM
1205,619,compaq-evm,udp,Compaq EVM
1206,620,sco-websrvrmgr,tcp,SCO WebServer Manager
1207,620,sco-websrvrmgr,udp,SCO WebServer Manager
1208,621,escp-ip,tcp,ESCP
